"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1650.51059802551","1471.08617337371","871.697167208067","813.829811325128","878.530222992876","958.506238251081","1030.46392228014","1076.62503878963","1164.28221872868","1210.36239501591","1289.88425211857","1422.47665422275","1619.11218921002","1855.59682694565","2062.20323329876","2364.175934724","2697.01898320572","3093.36933999173","3335.24416355048","2884.33947038119","2958.83899907802","3098.74230423071","3312.9800082494","3406.53611767826","3511.2250593094","3607.28929855361","3601.46966358115","3860.21805793624","4051.38496692373","4350.46619774208","4012.36149894694",
"American Samoa","ASM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12609.3685211188","12641.6678802311","12653.2818390598","12628.5076571075","12202.7373674641","12586.7160375183","12439.1497226866","12092.2765062614","12256.3428575784","12328.6652824756","11812.4591111668","11507.2256511128","11694.5453868794","12059.6351646776","11871.3595493939","11066.0601740887","11467.7104095292","11331.4173918612","",
"Antigua and Barbuda","ATG","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","5570.43204584114","5826.24117520437","6306.13508479843","6830.39857269133","7099.23534998144","7094.30445670917","7474.9650954871","8234.12855007634","8863.38488338236","9887.08789350276","10549.2467099634","11091.1202861537","11626.7787683297","11876.1994030616","11975.7403143642","11908.4931735434","12286.0333441018","12828.6104410898","12006.518606977","12525.1679394273","12928.4417653462","13260.4942874684","13484.1864626965","14069.5148408067","13220.0448316627","13170.6260108089","13792.5009167708","14399.8207214034","15122.1856098317","16785.7470478675","18062.4656633866","17771.193163252","15401.9686409802","13986.8408888484","13525.4449097176","13802.7074917283","13554.4013958157","13908.9916265529","14285.3297773091","14919.394029219","15242.6058135228","16156.9270684371","16555.1420781216","13795.2179426865",
"Australia","AUS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","19967.9191412709","20061.1139325539","19831.1615692053","20663.4828403499","21675.9290618502","22527.0882709333","22543.1640101823","23663.3834450336","24434.3401236709","25613.8225795935","26915.352182083","27062.5277903793","27609.1657321281","27900.9609786521","28319.851236279","28350.9353576002","28794.4096729674","29496.0644515408","29416.5314664804","30277.0244351391","30817.754215872","31345.0128023031","31852.7047973423","30758.3616835042","31805.3403202161","33020.3047129534","33795.0479129058","34134.0741067864","35508.7485440439","36260.8405975777","37003.9909885526","36389.9953779829","36099.2955871231","37188.4496375203","38262.8300362451","39254.1896595562","40244.468687506","41375.3056813672","42820.3023709023","44481.7127419264","45683.31004291","45941.7353828189","47200.4085056222","48013.6244640151","49384.917067974","50299.1007737618","50947.5638533321","52576.6426291301","53418.5536172064","53342.4479012173","53604.9210993336","54167.1586465105","55315.3310163741","55776.8623014324","56343.061163788","56755.7217124249","57424.251335741","57764.0688425977","58561.1900146445","58923.2082117629","58020.4538711012",
"Austria","AUT","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","12046.3056533488","12643.8888078704","12899.4811848224","13347.2823088819","14070.6163859576","14466.0025054179","15175.4845609821","15515.568650891","16125.5231756831","17078.4603108664","18094.7135140903","18935.5644884904","19994.5134996996","20856.4581380744","21641.7815881939","21620.3497141477","22650.2069380544","23791.6975513992","23760.8086744426","25076.3134752441","25510.47919792","25408.7891936679","25901.2424012459","26714.4450807263","26729.8254130346","27384.8573386419","27997.292933048","28359.3106076164","29252.5570033038","30253.0242274651","31328.0798580378","32084.3354620707","32397.5081707865","32300.7192022709","32949.5637571737","33776.8985360708","34523.8526694778","35206.7261578132","36427.6355488475","37649.7989906119","38827.2726029512","39169.0532024998","39620.5456079819","39799.2130824725","40634.8816046983","41264.6724174533","42479.2641547245","43920.0464520643","44422.1874697688","42638.0413668359","43317.0850616844","44433.1273712124","44531.9691194035","44281.5663279585","44227.3786797355","44178.0473777432","44572.3228170817","45325.9352174877","46269.4836661902","46717.7207288551","43610.5304663154",
"Azerbaijan","AZE","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2872.79602513951","2808.7446402401","2141.27931113123","1621.81782105917","1284.83429524335","1120.24744339556","1123.40846029498","1177.15549149706","1282.63908023208","1365.5178610178","1504.67819076328","1640.87898679351","1782.41056116251","1949.53759176029","2111.37919600795","2674.2748897889","3556.70714876492","4412.04823151092","4777.95663322004","5118.23408167122","5299.92427158528","5149.02573120492","5192.99254371554","5425.80494263475","5508.40911012625","5500.31038244408","5272.53290928555","5229.06886422037","5261.74450032581","5346.78320181739","5072.90067593588",
"Burundi","BDI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","285.438882770701","241.496895763458","258.412191265925","263.915627036592","274.736600929973","279.351135329403","285.221475981235","316.388756895838","307.53254960619","296.210756229206","352.648709887429","357.107677463116","330.525597999405","349.820163950766","343.343452369664","340.652850422092","360.884702253069","393.553643851537","380.492004851256","377.090081658686","371.111950099511","405.595179343331","390.948479434276","394.85176990784","384.892557391838","418.495981297836","420.080098500056","430.819894416618","440.10166592373","434.411662582344","438.712520286047","450.207647867386","445.104984147392","409.234024616329","386.827963041174","350.950986365956","318.982044464924","310.730174584841","322.151904582191","314.747645689817","306.584478875874","305.854482837044","310.945322376311","298.0252054849","302.682082184361","295.737158360122","301.790643958273","302.107064674046","306.507408668761","307.904259292962","313.311811270078","315.656916434851","319.438526988977","324.82865380646","328.147188945427","305.549646023245","294.218841933335","286.431521739316","281.970226319531","278.319365394934","270.69144299459",
"Belgium","BEL","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","11729.5880509191","12272.6981384482","12861.0555234542","13320.755116941","14113.22540216","14483.6191927389","14840.128041067","15328.6020957144","15908.7964854654","16915.5502518195","17842.3178037784","18519.6993598605","19424.2178183154","20598.8951956711","21471.6245517148","20988.7642933304","22135.619762597","22246.7358626237","22857.6289580507","23371.7261804169","24383.4901407793","24316.032372739","24467.3581107607","24545.6077226986","25151.3740683296","25559.2083714271","26015.815873257","26593.2312131775","27760.885482225","28619.8070364114","29429.8242694953","29858.1376109046","30192.4191260746","29785.4254038973","30651.9783756231","31317.2949761928","31669.1977172208","32791.1705906412","33363.1548148589","34466.0427967902","35660.4471631183","35928.7859335054","36378.6088026414","36602.6572986276","37746.0982948807","38410.6015938582","39132.0230600027","40274.0278956294","40135.7056521353","39009.5295629957","39761.931402119","39913.0404870657","39959.500295341","39954.24626596","40405.1681811584","40991.8081381432","41301.4065243889","41809.7548061116","42364.0057929583","42887.6551319513","39959.5347696143",
"Benin","BEN","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","679.021667972092","690.624572288967","657.092820213992","677.357253357059","710.367198262183","734.788720428395","746.93355277773","740.318505664747","753.26530789342","758.882813950948","758.39263912423","730.918932235403","760.76931004108","771.197724935948","778.515176487499","722.772793656966","711.300939020896","727.985371572919","718.194239524966","745.133449819528","774.552099792288","828.69795319895","824.012212768461","766.29110047191","803.802058291687","839.748906226909","833.436321756034","797.266045590214","800.141758207169","753.569971417","795.071655390491","801.150914207944","796.642878203948","814.131304584505","802.606192773303","823.549286531927","832.556416596757","854.042878797339","861.987077852623","881.619420829541","905.82627256873","925.716076165143","939.661667144681","942.918591085215","955.53421736118","943.629314878863","952.831230490591","981.455748735881","1000.8514888872","995.694209928472","988.610788864887","989.767357845879","1008.76630649478","1051.55191926894","1087.71996106834","1076.79670153022","1082.45129205117","1112.81709793164","1155.31317190296","1201.56138796136","1214.65959095379",
"Burkina Faso","BFA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","241.60549970059","248.022636751671","259.734479226254","252.999066597864","255.16718623908","260.885391131774","258.221862229389","276.447620124363","280.163973591224","280.973432527021","276.479981538384","275.548069408574","276.990801227477","273.294243726073","290.572914714495","293.717027036419","312.714753422614","307.74640730881","315.425654461758","320.082291771167","315.484031481955","321.265287537702","343.473991659129","336.086729724099","321.766278148234","340.286134583026","357.964120236845","347.931806632651","358.571430217413","356.740005086664","345.284156487634","366.653659447776","357.742251994468","360.230660779289","355.14841952624","365.280535215557","394.457258469241","407.860731461006","425.569179091906","444.322529069177","440.028405006332","455.907655355864","462.265599178223","484.097060995891","491.184674638144","518.167867222496","534.356717912913","539.820017460504","554.11212121081","553.51667450959","582.415734139013","602.579146921484","622.519711182775","639.232921274197","647.428702154053","653.32726813947","672.363039910892","693.72643925639","719.496443811004","739.175207175708","733.131241807322",
"Bangladesh","BGD","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","463.357388343497","477.995171378731","490.26198218358","474.472451849966","511.357773945015","504.154719388416","501.059586309986","476.031337742374","505.083318374925","496.883457699269","512.12116271102","474.463205239521","401.460496468911","408.606343031521","440.603586350899","414.604799647261","428.379930498515","428.986965430566","447.239544667055","456.145380246379","447.69492353131","467.586708214764","465.250064443771","470.905314115661","480.831100272897","484.048019217214","491.135817664725","496.432876778173","495.403823207327","496.761646875158","512.096589499953","517.76369198638","533.887968876922","547.05141702178","556.29886468569","572.438453672363","585.716937119333","599.227533516935","617.292344070892","633.182734570131","653.80864003472","674.166972677693","687.383307540341","707.60509399929","732.748840884682","769.135980425315","809.473632727957","856.045947208307","897.189023767985","931.986506098107","972.909687682522","1024.0219568794","1078.28754620684","1129.99354846656","1184.86328330845","1248.45330989613","1322.69481176488","1403.86169202072","1498.38774559049","1603.95350085189","1625.67193605655",
"Bulgaria","BGR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","3361.78114807663","3514.78065679893","3586.21133898622","3699.9846425417","3816.71203060984","3919.18896984334","4085.17607851839","4326.14478510598","4794.23758100093","4691.08041660164","4340.9753438688","4013.92327359653","3762.19955247593","3736.19472273126","3817.05937943054","3943.56388976294","4167.6588380913","3597.9886552785","3777.29468517228","3483.97444230667","3668.65429675323","3885.27240092847","4206.89911290336","4458.81120420508","4782.00006881152","5162.8112341045","5556.03285955315","5964.03812771231","6371.55407049382","6196.31781406542","6272.13522629895","6461.11420452556","6521.82023129136","6579.78707439965","6742.059072337","7055.93567291245","7377.0634491844","7691.44056606678","7986.75743527881","8340.3146897669","8049.81919216986",
"Bahrain","BHR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","21450.5527812046","19537.9587081644","17507.8734242864","18131.0725471132","18534.2249159413","17139.0701051307","16779.7366105066","17885.0193262292","18469.8463061012","17925.0719705653","18160.169359025","19651.3378518219","20432.1238850311","22497.0363758203","21894.5445475634","22185.4956273415","22500.0709757949","22561.7924046242","22919.3939628375","23047.0707154391","23243.5908841725","22697.6169188068","22258.1949327006","22335.93241802","22422.689937178","22343.537394919","22069.2804186367","22111.6800768009","21833.4119773416","21057.4207733626","20982.3404804452","20774.2449354934","21187.5418849515","22078.9904795856","22676.6258722851","22634.0856475674","22552.6845694088","22445.4525574091","21735.3748549937","21199.0423231693","19257.4282140611",
"Bahamas, The","BHS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","20121.4146394424","21187.0767302841","22247.2363799295","23382.098573637","24607.5922428534","25940.1451544225","27071.6550185213","28456.9468135174","29681.4055271914","31241.1818719087","28586.7075409202","28296.8713041803","26697.8756867781","28139.8373285956","22971.412602961","19178.2532220913","19753.5476446486","21102.8355257539","23571.0754827265","29081.5672712485","30294.2872532651","26894.877377509","28062.9987794485","28437.8944545479","31787.4820692171","32659.7394009017","32628.911345659","33016.3563647298","33207.5169387022","34837.9412592454","33681.2360703173","31681.7261164856","29894.6317286149","29429.4296062713","29829.6764341867","30654.6580421509","31521.7327101906","33292.4779227692","31438.9747368152","34858.3520677107","35819.6613272953","36204.4875429241","36574.6817662626","35481.7965854482","35147.3393814518","35674.4982666432","35889.1657453073","35722.6004245552","34253.6777653991","32267.4927088134","32271.3289016012","32049.6658329574","32675.6367330986","31490.1091717533","31524.779043035","31295.5638695885","31434.7320092744","32089.2530205299","32727.1289363961","32798.1773271235","27196.6862372724",
"Bosnia and Herzegovina","BIH","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","618.826382990909","768.525101712199","1477.11919120185","2000.15692504691","2313.25373745294","2529.22034312965","2662.76272719575","2776.71317425167","2920.8651991432","3035.4470662859","3218.88431319673","3499.7765962968","3689.16644672012","3908.04973466564","4130.08243923622","4025.63589545221","4093.87050573434","4183.16821504774","4213.4684488859","4388.40809765294","4516.15995058784","4727.27633310331","4938.23843145827","5147.64491316913","5384.52023835761","5575.41964790336","5366.96672942021",
"Belarus","BLR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2890.62289071996","2854.53475169208","2574.94230968011","2373.90211375863","2098.61502860229","1886.44615054795","1945.75640262281","2176.78551102105","2370.88394108617","2461.82685103912","2616.91299263359","2754.66446971789","2912.12336094185","3139.12098642967","3522.48985117687","3880.01436974552","4294.22867163526","4684.98029099754","5180.71234438981","5202.66049393409","5617.94045390378","5930.99377209341","6036.58691812837","6096.19485140313","6195.86588944225","5949.10630699748","5791.53174337295","5940.22831359332","6136.83752143347","6266.13085351488","6222.2808619858",
"Belize","BLZ","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1195.07713348332","1218.70384362117","1242.99660368002","1268.48781138265","1294.38369563084","1319.15481435203","1341.28976639941","1365.25061518953","1423.42216943556","1455.91654205501","1489.50814618294","1516.08647015618","1640.0295947767","1699.17792538316","1900.03364804634","1939.36424952175","1911.74911828088","2008.4975569714","2136.62682062012","2259.40598235057","2512.49701037114","2481.92317669288","2415.1925872076","2297.69386140289","2276.94211697204","2236.16424182651","2273.55538644575","2448.82920809875","2618.08053595944","2886.94351178063","3147.26775967105","3442.32837469296","3794.13227220403","3964.89189872004","3891.34734021013","3816.45431018996","3749.64439728249","3743.86544087144","3737.60603316688","3917.18529977945","4278.05015064631","4342.12238855014","4420.75877776993","4707.06382076768","4806.09276639985","4773.66084747155","4874.50608762154","4773.37121432466","4814.51436204193","4704.87123577089","4728.81040549961","4706.23024519584","4709.22057307248","4664.13651234329","4747.26008463254","4770.23265563888","4671.97214267969","4663.30441610328","4707.53868232068","4701.08924160946","3967.24354432476",
"Bermuda","BMU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","37935.8868022598","38751.2332291086","39527.7963010198","39029.4477446354","42301.4324101907","43253.5439320095","48593.3905374325","53985.6404749272","54082.1391371472","54904.6942633894","57309.1583733858","59713.4402579825","61244.5370416687","62615.3153463843","63637.7153637051","66534.0405879678","72208.7316206002","76180.8012904635","76999.1578075252","78360.6870416759","83239.5346092302","84633.1604838556","79583.1339564394","80483.7350100024","80164.5663048658","77902.654187167","82395.2731833022","84794.996880186","87481.3787983877","87131.949413146","86436.2343083741","83812.1328015956","84371.0356555145","86444.678219915","86361.9528113298","89518.2776350258","91261.1514849131","94878.4922499734","97857.323281354","100602.927482617","109001.586029756","115619.474683728","113172.120633639","116268.816861242","118193.148720988","119396.449407765","125294.959387025","128757.880688002","125610.033442692","117886.737990193","115839.79601113","112471.34754245","106119.795030798","105492.480708055","101374.469787793","102005.62564189","102407.394383438","107237.031768386","106696.068221485","107196.815145526","",
"Bolivia","BOL","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1292.80562373434","1294.33514625331","1339.93924693566","1402.91516855918","1429.47077839901","1469.59080292541","1543.01066355808","1606.89972727778","1707.90794404851","1747.03286418593","1799.57114845374","1850.3531479383","1954.84090552125","2022.32046949008","2036.50200615002","2137.71096647899","2187.35450275034","2245.67807576538","2241.7400390711","2196.45726362931","2120.70178007705","2082.81248925039","1960.43033827214","1843.62336054882","1803.05482837818","1736.87150943969","1657.38819315866","1662.97787046751","1675.60382939493","1702.67918373495","1744.31199180981","1797.78025571118","1789.23998701472","1826.86554970164","1872.70992531065","1920.31793448392","1963.64076343777","2019.85160892213","2079.69668120558","2048.02651354068","2059.1852786273","2054.33094961525","2066.24164247265","2083.42193096735","2131.30711058278","2186.18667895474","2251.27499638316","2313.89121937122","2414.97342477766","2454.80030583593","2514.43482568374","2602.71849553744","2692.60749690449","2830.67345869784","2939.47746112309","3035.97165495107","3118.91368326578","3203.00443869019","3291.15636101039","3317.37094661772","3015.94924074633",
"Brazil","BRA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2634.95205930707","2822.34804105991","2884.06409379645","2825.8843254986","2841.70226539325","2847.37165547805","2885.16094154359","2946.54063603006","3197.8420637803","3419.90287684666","3627.26789288218","3938.83827432954","4308.54403971711","4795.56135551168","5106.99017438217","5247.23059991605","5625.85442313141","5747.09678214968","5793.89861398607","6041.23730473292","6437.87923438864","6011.77090177233","5906.69498380696","5575.24972567694","5738.90990531042","6062.54382770247","6412.45692979351","6512.0729508714","6381.46849327781","6469.09989367015","6155.87438138397","6139.96401739849","6007.84084073977","6184.29492584966","6408.63576251926","6584.83352741336","6624.10914057465","6742.72066642491","6662.86225828288","6595.6248298653","6787.67797716108","6788.58554804619","6904.63444707993","6896.14632279062","7206.27133740783","7352.29226965769","7560.71199947724","7936.83488269737","8258.62676248812","8169.27318076463","8702.266794901","8965.63256916182","9056.59029073811","9247.5855635843","9214.98938314987","8814.00141787464","8455.32348121931","8498.30510191241","8582.34994282074","8638.29428665528","8228.79135082195",
"Barbados","BRB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","11645.7862647288","11354.2031844099","11781.0226161861","12144.0411017277","12671.7008431346","13609.4887993234","14146.0520792893","13827.5656930355","13109.4125544338","13138.2549977659","13573.8825707133","13681.8828040823","14332.2979784839","14652.6386394501","15110.1655087519","15594.456191607","15022.4855922476","14382.6600467367","13513.4637992095","13570.0998261226","13789.452099362","14010.9989686908","14508.5715627775","15131.9225214086","15629.0335442805","15616.3398977195","16247.3897043","15805.8387989809","15876.1684053345","16167.8601664288","16339.3835445902","16921.9354530327","17846.1906459118","18158.9453689196","18204.9210250915","17209.1403852262","16754.6285613995","16591.4820476566","16474.4983349043","16208.7222803767","16158.3544584222","16524.899501274","16906.5936182635","16961.3399632522","16838.7287311496","16800.2099977087","13825.6125881959",
